,text,label,relations,len
157,Rishi Sunak Keeps Jeremy Hunt as UK Chancellor.,<triplet> Rishi Sunak <subj> Jeremy Hunt <obj> Make Public Statement,['Make Public Statement'],1
158,Deadly Israeli Raid in Nablus Targets New Palestinian Militia.,<triplet> Israeli Raid <subj> New Palestinian Militia <obj> Fight,['Fight'],1
159,Old U.K. Ritual Now Has 2 New Participants: King Charles and Rishi Sunak.,<triplet> King Charles <subj> Rishi Sunak <obj> Make Public Statement,['Make Public Statement'],1
160,"Denmark, Germany and Sweden are all investigating the ruptured pipeline sites, but Denmark, Germany and Sweden remain tight-lipped over who might have caused the damage and why.",<triplet> Denmark <subj> ruptured pipeline sites <obj> Investigate <triplet> Germany <subj> ruptured pipeline sites <obj> Investigate <triplet> Sweden <subj> ruptured pipeline sites <obj> Investigate,"['Investigate', 'Investigate', 'Investigate']",3
161,Why People Are Flocking to a Symbol of Taiwan’s Authoritarian Past.,<triplet> People <subj> Taiwan <obj> Make Public Statement,['Make Public Statement'],1
162,"At a museum dedicated to Taiwan’s not-so-distant authoritarian past, Taiwanese see China’s present, and a dark vision of one possible future under autocratic rule.",<triplet> Taiwanese <subj> China <obj> Make Public Statement,['Make Public Statement'],1
165,"But for many, Rishi Sunak’s's immense personal wealth has made Rishi Sunak’s less relatable.",<triplet> many <subj> Rishi Sunak <obj> Disapprove,['Disapprove'],1
166,In Kherson occupation forces appear to be preparing to fight advancing Ukrainian troops.,<triplet> occupation forces <subj> Ukrainian troops <obj> Fight,['Fight'],1
167,House Progressives Urge Biden to Engage in Direct Talks With Russia.,<triplet> House Progressives <subj> Biden <obj> Demand,['Demand'],1
168,Thirty Democrats called on the Biden administration to “seek a realistic framework for a cease-fire” that is acceptable to Ukraine.,<triplet> Thirty Democrats <subj> Biden administration <obj> Demand,['Demand'],1
169,Venezuelan Migrants Stranded After US Border Policy Change.,<triplet> US <subj> Venezuelan Migrants <obj> Disapprove,['Disapprove'],1
170,"Now, Venezuelan Migrants are stranded south of the United States, with nowhere to go.",<triplet> United States <subj> Venezuelan Migrants <obj> Reject,['Reject'],1
171,Why Russia is claiming Ukraine wants to use a 'dirty bomb' on Ukraine's own soil.,<triplet> Russia <subj> Ukraine <obj> Make Public Statement,['Make Public Statement'],1
172,Rishi Sunak says Rishi Sunak's values are more important than Rishi Sunak's value.,<triplet> Rishi Sunak <subj> Rishi Sunak <obj> Make Public Statement,['Make Public Statement'],1
173,Gunmen An attack on a Shia Muslim shrine in the Iranian city of Shiraz holy Muslim shrine in Iran as protesters mark 40 days since Mahsa Amini's death.,<triplet> Gunmen <subj> Shia Muslim shrine <obj> Fight <triplet> protesters <subj> Iran <obj> Protest,"['Fight', 'Protest']",2
175, A judge on Wednesday ordered Former Trump chief of staff to testify before a special grand jury that's investigating whether Trump and Trump's allies illegally tried to sway Georgia's results in the 2020 election.,<triplet> special grand jury <subj> Trump <obj> Investigate <triplet> special grand jury <subj> Trump's allies <obj> Investigate <triplet> Trump <subj> Georgia <obj> Reduce Relations <triplet> Trump's allies <subj> Georgia <obj> Reduce Relations <triplet> A judge <subj> Former Trump chief of staff <obj> Demand,"['Investigate', 'Investigate', 'Reduce Relations', 'Reduce Relations', 'Demand']",5
177, Police have arrested 2 women and charged one with terrorism-related offences after the federal government repatriated 2 women from a detention camp in Syria for ISIS fighters''s family members.,<triplet> Police <subj> 2 women <obj> Coerce <triplet> Police <subj> one <obj> Disapprove,"['Coerce', 'Disapprove']",2
178," Three men accused of supporting a plot to kidnap Michigan's's governor were convicted of all charges Wednesday, a triumph for state prosecutors after months of mixed results in the main case in federal court.",<triplet> state prosecutors <subj> Three men <obj> Investigate,['Investigate'],1
179, A Wisconsin man accused of killing six people and injuring many others by driving an SUV into a Christmas parade last year has been found guilty by jurors.,<triplet> A Wisconsin man <subj> six people <obj> Assault <triplet> A Wisconsin man <subj> injuring many others <obj> Assault <triplet> jurors <subj> A Wisconsin man <obj> Disapprove,"['Assault', 'Assault', 'Disapprove']",3
181," U.S. Secretary of State Antony Blinken will visit Canada later this week — a trip that comes as the West grapples with a series of major geopolitical issues, such as the ongoing war in Ukraine and the deteriorating situation in Haiti.",<triplet> U.S. Secretary of State Antony Blinken <subj> Canada <obj> Consult,['Consult'],1
182," At least 2 Canadian women have left ISIS detention camp and will be arriving in Canada Wednesday morning, CBC News has learned.",<triplet> ISIS detention camp <subj> 2 Canadian women <obj> Yield,['Yield'],1
183,Haitian journalist survives assassination attempt that leaves car riddled with bullets.,<triplet> assassination attempt <subj> Haitian journalist <obj> Assault,['Assault'],1
184," Haitian journalist survived an assassination attempt on Tuesday that left Haitian journalist's car riddled with bullets in the capital of Port-au-Prince, officials said.",<triplet> assassination attempt <subj> Haitian journalist <obj> Assault <triplet> officials <subj> Haitian journalist <obj> Make Public Statement <triplet> officials <subj> assassination attempt <obj> Make Public Statement,"['Assault', 'Make Public Statement', 'Make Public Statement']",3
185,Russia doubles down on 'dirty bomb' accusation against Ukraine.,<triplet> Russia <subj> Ukraine <obj> Disapprove,['Disapprove'],1
186,"At least 29,000 migrants have died trying to reach Europe since 2014: UN researchers.","<triplet> UN researchers <subj> At least 29,000 migrants <obj> Make Public Statement <triplet> UN researchers <subj> Europe <obj> Make Public Statement","['Make Public Statement', 'Make Public Statement']",2
187," At least 29,000 migrants have died trying to reach Europe since 2014, with 5,000 deaths in the last two years, the International Organization for Migration said in a report Tuesday.","<triplet> the International Organization for Migration <subj> At least 29,000 migrants <obj> Make Public Statement <triplet> the International Organization for Migration <subj> Europe <obj> Make Public Statement","['Make Public Statement', 'Make Public Statement']",2
188, Rishi Sunak promised to restore confidence and calmness to the office of British prime minister after being asked by King Charles on Tuesday to form a government.,<triplet> King Charles <subj> Rishi Sunak <obj> Demand <triplet> Rishi Sunak <subj> British prime minister <obj> Make Public Statement,"['Demand', 'Make Public Statement']",2
189,"But, Rishi Sunak said, ""difficult decisions"" will be necessary as Britain grapples with a ""profound economic crisis.""",<triplet> Rishi Sunak <subj> Britain <obj> Make Public Statement,['Make Public Statement'],1
190,They look for deviations in women's clothing: strands of hair showing under the veil; a tunic that might not cover the pants all the way below the knee; more skin than it should be showing around the ankles.,<triplet> They <subj> women <obj> Investigate,['Investigate'],1
191,Bolsonaro Is Received in New York Amid Cries of 'Myth' and 'Genocide'.,<triplet> Bolsonaro <subj> New York <obj> Consult,['Consult'],1
192,"In New York for the UN General Assembly, Bolsonaro once again met with supporters at the door of the hotel where Bolsonaro is staying, in scenes similar to those recorded in London, where Bolsonaro was on a previous commitment for the funeral of Queen Elizabeth II.",<triplet> Bolsonaro <subj> UN General Assembly <obj> Consult <triplet> Bolsonaro <subj> Queen Elizabeth II <obj> Consult,"['Consult', 'Consult']",2
193,Brazilians Get Famous Sharing 'Real Life' in The US.,<triplet> Brazilians <subj> The US <obj> Make Public Statement,['Make Public Statement'],1
194,"Since 2009 working in civil construction in The US, Junior Pena, 37, from Minas Gerais, was ""tired of going on Instagram and seeing influencers here in the region posting influencers's houses, influencers's cars, the yellow school bus"", Junior Pena, 37, from Minas Gerais says.",<triplet> Junior Pena <subj> influencers <obj> Make Public Statement,['Make Public Statement'],1
195,Bolsonaro Declares 3 Days of Mourning for Queen Elizabeth II.,<triplet> Bolsonaro <subj> Queen Elizabeth II <obj> Make Public Statement,['Make Public Statement'],1
196,"Bolsonaro mourned, this Thursday (8), the death of Elizabeth II, whom Bolsonaro called a ""queen for all of us"", and declared 3 Days of Mourning for Queen Elizabeth II.",<triplet> Bolsonaro <subj> Elizabeth II <obj> Make Public Statement <triplet> Bolsonaro <subj> Queen Elizabeth II <obj> Make Public Statement,"['Make Public Statement', 'Make Public Statement']",2
197,"In Brazil, Queen Elizabeth II Visited Maracanã and Inaugurated Masp.",<triplet> Queen Elizabeth II <subj> Maracanã <obj> Consult,['Consult'],1
198,"At the age of 42, and at the time 15 years into Queen Elizabeth II's reign, Queen Elizabeth II, was in Brazil.",<triplet> Queen Elizabeth II <subj> Brazil <obj> Consult,['Consult'],1
199,Brazilian Man Arrested in Argentina for Trying to Shoot Cristina Kirchner.,<triplet> Brazilian Man <subj> Cristina Kirchner <obj> Assault <triplet> Argentina <subj> Brazilian Man <obj> Coerce,"['Assault', 'Coerce']",2
200,Argentine police on Thursday night (1st) arrested a man who allegedly tried to fire a pistol at Cristina Kirchner as Cristina Kirchner arrived home in the Recoleta neighborhood of Buenos Aires.,<triplet> a man <subj> Cristina Kirchner <obj> Assault <triplet> Argentine police <subj> a man <obj> Coerce,"['Assault', 'Coerce']",2
201,Detention Center in the US where Brazilian Man Died Piles up Complaints.,<triplet> Detention Center <subj> Brazilian Man <obj> Coerce,['Coerce'],1
202,"The detention center where the Brazilian citizen Kesley Vial, who died four months after Brazilian Man's detention by immigration agents in the US, was being held accumulates accusations of mistreatment by human rights organizations.",<triplet> immigration agents <subj> Brazilian Man <obj> Coerce <triplet> human rights organizations <subj> The detention center <obj> Disapprove,"['Coerce', 'Disapprove']",2
203,Brazilian Man Dies Abandoned by 'Coyote' while Trying to Cross US Border.,<triplet> 'Coyote' <subj> Brazilian Man <obj> Reduce Relations,['Reduce Relations'],1
204,"An investigation by the Federal Police revealed that a 21-year-old Brazilian man died last year, after falling ill while trying to cross US Border illegally, and was abandoned by a ""coyote"" ( smuggler of illegal immigrants) who continued 'Coyote''s journey with other migrants.","<triplet> Federal Police <subj> Brazilian man <obj> Investigate <triplet> ""coyote"" <subj> Brazilian man <obj> Reduce Relations","['Investigate', 'Reduce Relations']",2
205,Brazilian Army Avoids Military Competition Organized by Russia.,<triplet> Brazilian Army <subj> Russia <obj> Reduce Relations,['Reduce Relations'],1
206,The Brazilian Army withdrew from participating in an annual competition between military forces organized by Russia.,<triplet> The Brazilian Army <subj> an annual competition between military forces <obj> Reduce Relations,['Reduce Relations'],1
208,"The ""Brazilian nationality"" was the main reason cited in discrimination complaints reported in Portugal in 2021, accounting for 26.7% of the total of 408 complaints received by the Commission for Equality and Against Racial Discrimination (CICDR).",<triplet> the Commission for Equality and Against Racial Discrimination (CICDR) <subj> Portugal <obj> Make Public Statement <triplet> the Commission for Equality and Against Racial Discrimination (CICDR) <subj> Brazilian <obj> Make Public Statement <triplet> Portugal <subj> Brazilian <obj> Coerce,"['Make Public Statement', 'Make Public Statement', 'Coerce']",3
